GO.ID	Term	Annotated	Significant	Expected	Fisher
415	GO:1901137	carbohydrate derivative biosynthetic pro...	106	1	5.22	0.99380
416	GO:0044706	multi-multicellular organism process	38	2	1.87	0.99484
417	GO:0010033	response to organic substance	62	5	3.06	0.99563
418	GO:1901135	carbohydrate derivative metabolic proces...	208	3	10.25	0.99593
419	GO:0044237	cellular metabolic process	3505	136	172.73	0.99629
420	GO:1901564	organonitrogen compound metabolic proces...	2183	78	107.58	0.99750
421	GO:0033036	macromolecule localization	177	3	8.72	0.99751
422	GO:0008152	metabolic process	4698	210	231.52	0.99788
423	GO:0008104	protein localization	157	1	7.74	0.99875
424	GO:0071702	organic substance transport	218	4	10.74	0.99880
425	GO:0006807	nitrogen compound metabolic process	3373	130	166.23	0.99943
426	GO:0006518	peptide metabolic process	355	4	17.49	0.99943
427	GO:0033554	cellular response to stress	121	2	5.96	0.99958
428	GO:0043603	cellular amide metabolic process	364	4	17.94	0.99968
429	GO:0034645	cellular macromolecule biosynthetic proc...	424	7	20.9	0.99979
430	GO:0006412	translation	341	4	16.8	0.99985
431	GO:0045184	establishment of protein localization	153	1	7.54	0.99986
432	GO:1901566	organonitrogen compound biosynthetic pro...	589	11	29.03	0.99994
433	GO:0043604	amide biosynthetic process	348	4	17.15	0.99999
434	GO:0071705	nitrogen compound transport	194	1	9.56	0.99999
435	GO:0009987	cellular process	4674	187	230.34	1.00000
436	GO:0009416	response to light stimulus	8	1	0.39	1.00000
437	GO:0019566	arabinose metabolic process	6	1	0.3	1.00000
438	GO:0006511	ubiquitin-dependent protein catabolic pr...	69	3	3.4	1.00000
439	GO:0033875	ribonucleoside bisphosphate metabolic pr...	17	1	0.84	1.00000
440	GO:0006351	transcription, DNA-templated	783	49	38.59	1.00000
441	GO:0032011	ARF protein signal transduction	7	1	0.34	1.00000
442	GO:0032012	regulation of ARF protein signal transdu...	7	1	0.34	1.00000
443	GO:0060236	regulation of mitotic spindle organizati...	5	1	0.25	1.00000
444	GO:0046496	nicotinamide nucleotide metabolic proces...	7	1	0.34	1.00000
445	GO:0051274	beta-glucan biosynthetic process	24	2	1.18	1.00000
446	GO:0019359	nicotinamide nucleotide biosynthetic pro...	7	1	0.34	1.00000
447	GO:0032940	secretion by cell	38	2	1.87	1.00000
448	GO:0032147	activation of protein kinase activity	5	1	0.25	1.00000
449	GO:0008150	biological_process	6331	312	312	1.00000
450	GO:0006338	chromatin remodeling	26	2	1.28	1.00000
451	GO:0006662	glycerol ether metabolic process	26	1	1.28	1.00000
452	GO:0006796	phosphate-containing compound metabolic ...	1171	52	57.71	1.00000
453	GO:0048580	regulation of post-embryonic development	3	1	0.15	1.00000
454	GO:0009179	purine ribonucleoside diphosphate metabo...	41	1	2.02	1.00000
455	GO:0046578	regulation of Ras protein signal transdu...	7	1	0.34	1.00000
456	GO:0043549	regulation of kinase activity	19	1	0.94	1.00000
457	GO:0048367	shoot system development	6	1	0.3	1.00000
458	GO:0009908	flower development	3	1	0.15	1.00000
459	GO:0009909	regulation of flower development	3	1	0.15	1.00000
460	GO:0000413	protein peptidyl-prolyl isomerization	28	1	1.38	1.00000
461	GO:0046373	L-arabinose metabolic process	6	1	0.3	1.00000
462	GO:0000041	transition metal ion transport	10	0	0.49	1.00000
463	GO:0000045	autophagosome assembly	3	0	0.15	1.00000
464	GO:0000070	mitotic sister chromatid segregation	13	0	0.64	1.00000
465	GO:0000075	cell cycle checkpoint signaling	9	0	0.44	1.00000
466	GO:0000077	DNA damage checkpoint signaling	3	0	0.15	1.00000
467	GO:0000079	regulation of cyclin-dependent protein s...	13	0	0.64	1.00000
468	GO:0000096	sulfur amino acid metabolic process	8	0	0.39	1.00000
469	GO:0000097	sulfur amino acid biosynthetic process	7	0	0.34	1.00000
470	GO:0000105	histidine biosynthetic process	10	0	0.49	1.00000
471	GO:0000154	rRNA modification	3	0	0.15	1.00000
472	GO:0000160	phosphorelay signal transduction system	29	0	1.43	1.00000
473	GO:0000245	spliceosomal complex assembly	3	0	0.15	1.00000
474	GO:0000280	nuclear division	15	0	0.74	1.00000
475	GO:0000375	RNA splicing, via transesterification re...	32	0	1.58	1.00000
476	GO:0000377	RNA splicing, via transesterification re...	32	0	1.58	1.00000
477	GO:0000387	spliceosomal snRNP assembly	6	0	0.3	1.00000
478	GO:0000398	mRNA splicing, via spliceosome	32	0	1.58	1.00000
479	GO:0000723	telomere maintenance	7	0	0.34	1.00000
480	GO:0000724	double-strand break repair via homologou...	3	0	0.15	1.00000
481	GO:0000725	recombinational repair	3	0	0.15	1.00000
482	GO:0000737	DNA catabolic process, endonucleolytic	3	0	0.15	1.00000
483	GO:0000819	sister chromatid segregation	13	0	0.64	1.00000
484	GO:0000956	nuclear-transcribed mRNA catabolic proce...	3	0	0.15	1.00000
485	GO:0001510	RNA methylation	7	0	0.34	1.00000
486	GO:0001522	pseudouridine synthesis	21	0	1.03	1.00000
487	GO:0001678	cellular glucose homeostasis	6	0	0.3	1.00000
488	GO:0002376	immune system process	3	0	0.15	1.00000
489	GO:0003333	amino acid transmembrane transport	34	0	1.68	1.00000
490	GO:0005985	sucrose metabolic process	12	0	0.59	1.00000
491	GO:0005986	sucrose biosynthetic process	3	0	0.15	1.00000
492	GO:0006006	glucose metabolic process	11	0	0.54	1.00000
493	GO:0006013	mannose metabolic process	5	0	0.25	1.00000
494	GO:0006022	aminoglycan metabolic process	12	0	0.59	1.00000
495	GO:0006026	aminoglycan catabolic process	11	0	0.54	1.00000
496	GO:0006030	chitin metabolic process	11	0	0.54	1.00000
497	GO:0006032	chitin catabolic process	11	0	0.54	1.00000
498	GO:0006040	amino sugar metabolic process	11	0	0.54	1.00000
499	GO:0006072	glycerol-3-phosphate metabolic process	5	0	0.25	1.00000
500	GO:0006074	(1->3)-beta-D-glucan metabolic process	11	0	0.54	1.00000
501	GO:0006075	(1->3)-beta-D-glucan biosynthetic proces...	11	0	0.54	1.00000
502	GO:0006081	cellular aldehyde metabolic process	6	0	0.3	1.00000
503	GO:0006094	gluconeogenesis	4	0	0.2	1.00000
504	GO:0006098	pentose-phosphate shunt	6	0	0.3	1.00000
505	GO:0006099	tricarboxylic acid cycle	9	0	0.44	1.00000
506	GO:0006102	isocitrate metabolic process	3	0	0.15	1.00000
507	GO:0006108	malate metabolic process	4	0	0.2	1.00000
508	GO:0006119	oxidative phosphorylation	5	0	0.25	1.00000
509	GO:0006122	mitochondrial electron transport, ubiqui...	4	0	0.2	1.00000
510	GO:0006144	purine nucleobase metabolic process	3	0	0.15	1.00000
511	GO:0006164	purine nucleotide biosynthetic process	44	0	2.17	1.00000
512	GO:0006183	GTP biosynthetic process	6	0	0.3	1.00000
513	GO:0006188	IMP biosynthetic process	6	0	0.3	1.00000
514	GO:0006228	UTP biosynthetic process	6	0	0.3	1.00000
515	GO:0006241	CTP biosynthetic process	6	0	0.3	1.00000
516	GO:0006261	DNA-templated DNA replication	7	0	0.34	1.00000
517	GO:0006265	DNA topological change	10	0	0.49	1.00000
518	GO:0006270	DNA replication initiation	3	0	0.15	1.00000
519	GO:0006275	regulation of DNA replication	5	0	0.25	1.00000
520	GO:0006289	nucleotide-excision repair	13	0	0.64	1.00000
521	GO:0006298	mismatch repair	11	0	0.54	1.00000
522	GO:0006302	double-strand break repair	9	0	0.44	1.00000
523	GO:0006303	double-strand break repair via nonhomolo...	3	0	0.15	1.00000
524	GO:0006304	DNA modification	3	0	0.15	1.00000
525	GO:0006305	DNA alkylation	3	0	0.15	1.00000
526	GO:0006306	DNA methylation	3	0	0.15	1.00000
527	GO:0006308	DNA catabolic process	8	0	0.39	1.00000
528	GO:0006310	DNA recombination	32	0	1.58	1.00000
529	GO:0006352	DNA-templated transcription, initiation	29	0	1.43	1.00000
530	GO:0006354	DNA-templated transcription, elongation	6	0	0.3	1.00000
531	GO:0006357	regulation of transcription by RNA polym...	21	0	1.03	1.00000
532	GO:0006359	regulation of transcription by RNA polym...	3	0	0.15	1.00000
533	GO:0006364	rRNA processing	23	0	1.13	1.00000
534	GO:0006366	transcription by RNA polymerase II	36	0	1.77	1.00000
535	GO:0006367	transcription initiation from RNA polyme...	10	0	0.49	1.00000
536	GO:0006368	transcription elongation from RNA polyme...	5	0	0.25	1.00000
537	GO:0006376	mRNA splice site selection	3	0	0.15	1.00000
538	GO:0006378	mRNA polyadenylation	3	0	0.15	1.00000
539	GO:0006379	mRNA cleavage	3	0	0.15	1.00000
540	GO:0006383	transcription by RNA polymerase III	6	0	0.3	1.00000
541	GO:0006396	RNA processing	159	0	7.84	1.00000
542	GO:0006397	mRNA processing	55	0	2.71	1.00000
543	GO:0006399	tRNA metabolic process	91	0	4.48	1.00000
544	GO:0006400	tRNA modification	10	0	0.49	1.00000
545	GO:0006401	RNA catabolic process	8	0	0.39	1.00000
546	GO:0006402	mRNA catabolic process	8	0	0.39	1.00000
547	GO:0006403	RNA localization	3	0	0.15	1.00000
548	GO:0006413	translational initiation	18	0	0.89	1.00000
549	GO:0006414	translational elongation	13	0	0.64	1.00000
550	GO:0006418	tRNA aminoacylation for protein translat...	52	0	2.56	1.00000
551	GO:0006419	alanyl-tRNA aminoacylation	3	0	0.15	1.00000
552	GO:0006420	arginyl-tRNA aminoacylation	3	0	0.15	1.00000
553	GO:0006432	phenylalanyl-tRNA aminoacylation	3	0	0.15	1.00000
554	GO:0006433	prolyl-tRNA aminoacylation	3	0	0.15	1.00000
555	GO:0006448	regulation of translational elongation	5	0	0.25	1.00000
556	GO:0006449	regulation of translational termination	3	0	0.15	1.00000
557	GO:0006452	translational frameshifting	3	0	0.15	1.00000
558	GO:0006465	signal peptide processing	8	0	0.39	1.00000
559	GO:0006471	protein ADP-ribosylation	4	0	0.2	1.00000
560	GO:0006473	protein acetylation	6	0	0.3	1.00000
561	GO:0006475	internal protein amino acid acetylation	6	0	0.3	1.00000
562	GO:0006479	protein methylation	27	0	1.33	1.00000
563	GO:0006487	protein N-linked glycosylation	6	0	0.3	1.00000
564	GO:0006497	protein lipidation	13	0	0.64	1.00000
565	GO:0006505	GPI anchor metabolic process	16	0	0.79	1.00000
566	GO:0006506	GPI anchor biosynthetic process	12	0	0.59	1.00000
567	GO:0006525	arginine metabolic process	5	0	0.25	1.00000
568	GO:0006526	arginine biosynthetic process	4	0	0.2	1.00000
569	GO:0006528	asparagine metabolic process	3	0	0.15	1.00000
570	GO:0006529	asparagine biosynthetic process	3	0	0.15	1.00000
571	GO:0006534	cysteine metabolic process	4	0	0.2	1.00000
572	GO:0006535	cysteine biosynthetic process from serin...	4	0	0.2	1.00000
573	GO:0006536	glutamate metabolic process	3	0	0.15	1.00000
574	GO:0006537	glutamate biosynthetic process	3	0	0.15	1.00000
575	GO:0006542	glutamine biosynthetic process	4	0	0.2	1.00000
576	GO:0006547	histidine metabolic process	10	0	0.49	1.00000
577	GO:0006553	lysine metabolic process	5	0	0.25	1.00000
578	GO:0006555	methionine metabolic process	4	0	0.2	1.00000
579	GO:0006556	S-adenosylmethionine biosynthetic proces...	3	0	0.15	1.00000
580	GO:0006563	L-serine metabolic process	4	0	0.2	1.00000
581	GO:0006568	tryptophan metabolic process	6	0	0.3	1.00000
582	GO:0006575	cellular modified amino acid metabolic p...	17	0	0.84	1.00000
583	GO:0006576	cellular biogenic amine metabolic proces...	11	0	0.54	1.00000
584	GO:0006586	indolalkylamine metabolic process	6	0	0.3	1.00000
585	GO:0006595	polyamine metabolic process	4	0	0.2	1.00000
586	GO:0006596	polyamine biosynthetic process	4	0	0.2	1.00000
587	GO:0006605	protein targeting	31	0	1.53	1.00000
588	GO:0006606	protein import into nucleus	5	0	0.25	1.00000
589	GO:0006612	protein targeting to membrane	16	0	0.79	1.00000
590	GO:0006613	cotranslational protein targeting to mem...	10	0	0.49	1.00000
591	GO:0006614	SRP-dependent cotranslational protein ta...	10	0	0.49	1.00000
592	GO:0006620	post-translational protein targeting to ...	5	0	0.25	1.00000
593	GO:0006621	protein retention in ER lumen	4	0	0.2	1.00000
594	GO:0006625	protein targeting to peroxisome	5	0	0.25	1.00000
595	GO:0006626	protein targeting to mitochondrion	8	0	0.39	1.00000
596	GO:0006635	fatty acid beta-oxidation	4	0	0.2	1.00000
597	GO:0006637	acyl-CoA metabolic process	4	0	0.2	1.00000
598	GO:0006643	membrane lipid metabolic process	26	0	1.28	1.00000
599	GO:0006650	glycerophospholipid metabolic process	45	0	2.22	1.00000
600	GO:0006661	phosphatidylinositol biosynthetic proces...	23	0	1.13	1.00000
601	GO:0006664	glycolipid metabolic process	19	0	0.94	1.00000
602	GO:0006665	sphingolipid metabolic process	7	0	0.34	1.00000
603	GO:0006672	ceramide metabolic process	3	0	0.15	1.00000
604	GO:0006740	NADPH regeneration	6	0	0.3	1.00000
605	GO:0006749	glutathione metabolic process	4	0	0.2	1.00000
606	GO:0006754	ATP biosynthetic process	19	0	0.94	1.00000
607	GO:0006760	folic acid-containing compound metabolic...	9	0	0.44	1.00000
608	GO:0006766	vitamin metabolic process	20	0	0.99	1.00000
609	GO:0006767	water-soluble vitamin metabolic process	20	0	0.99	1.00000
610	GO:0006771	riboflavin metabolic process	9	0	0.44	1.00000
611	GO:0006772	thiamine metabolic process	3	0	0.15	1.00000
612	GO:0006777	Mo-molybdopterin cofactor biosynthetic p...	3	0	0.15	1.00000
613	GO:0006778	porphyrin-containing compound metabolic ...	12	0	0.59	1.00000
614	GO:0006779	porphyrin-containing compound biosynthet...	10	0	0.49	1.00000
615	GO:0006783	heme biosynthetic process	4	0	0.2	1.00000
616	GO:0006790	sulfur compound metabolic process	41	0	2.02	1.00000
617	GO:0006801	superoxide metabolic process	8	0	0.39	1.00000
618	GO:0006826	iron ion transport	5	0	0.25	1.00000
619	GO:0006835	dicarboxylic acid transport	3	0	0.15	1.00000
620	GO:0006839	mitochondrial transport	8	0	0.39	1.00000
621	GO:0006848	pyruvate transport	4	0	0.2	1.00000
622	GO:0006850	mitochondrial pyruvate transmembrane tra...	4	0	0.2	1.00000
623	GO:0006865	amino acid transport	34	0	1.68	1.00000
624	GO:0006886	intracellular protein transport	118	0	5.82	1.00000
625	GO:0006888	endoplasmic reticulum to Golgi vesicle-m...	18	0	0.89	1.00000
626	GO:0006891	intra-Golgi vesicle-mediated transport	3	0	0.15	1.00000
627	GO:0006900	vesicle budding from membrane	3	0	0.15	1.00000
628	GO:0006901	vesicle coating	3	0	0.15	1.00000
629	GO:0006903	vesicle targeting	3	0	0.15	1.00000
630	GO:0006904	vesicle docking involved in exocytosis	12	0	0.59	1.00000
631	GO:0006913	nucleocytoplasmic transport	11	0	0.54	1.00000
632	GO:0006914	autophagy	9	0	0.44	1.00000
633	GO:0006955	immune response	3	0	0.15	1.00000
634	GO:0007005	mitochondrion organization	13	0	0.64	1.00000
635	GO:0007029	endoplasmic reticulum organization	3	0	0.15	1.00000
636	GO:0007031	peroxisome organization	11	0	0.54	1.00000
637	GO:0007033	vacuole organization	5	0	0.25	1.00000
638	GO:0007034	vacuolar transport	15	0	0.74	1.00000
639	GO:0007059	chromosome segregation	17	0	0.84	1.00000
640	GO:0007076	mitotic chromosome condensation	5	0	0.25	1.00000
641	GO:0007088	regulation of mitotic nuclear division	5	0	0.25	1.00000
642	GO:0007091	metaphase/anaphase transition of mitotic...	7	0	0.34	1.00000
643	GO:0007093	mitotic cell cycle checkpoint signaling	6	0	0.3	1.00000
644	GO:0007094	mitotic spindle assembly checkpoint sign...	5	0	0.25	1.00000
645	GO:0007346	regulation of mitotic cell cycle	8	0	0.39	1.00000
646	GO:0008033	tRNA processing	38	0	1.87	1.00000
647	GO:0008213	protein alkylation	27	0	1.33	1.00000
648	GO:0008216	spermidine metabolic process	3	0	0.15	1.00000
649	GO:0008283	cell population proliferation	6	0	0.3	1.00000
650	GO:0008295	spermidine biosynthetic process	3	0	0.15	1.00000
651	GO:0008380	RNA splicing	38	0	1.87	1.00000
652	GO:0009052	pentose-phosphate shunt, non-oxidative b...	4	0	0.2	1.00000
653	GO:0009060	aerobic respiration	14	0	0.69	1.00000
654	GO:0009062	fatty acid catabolic process	4	0	0.2	1.00000
655	GO:0009066	aspartate family amino acid metabolic pr...	12	0	0.59	1.00000
656	GO:0009067	aspartate family amino acid biosynthetic...	11	0	0.54	1.00000
657	GO:0009069	serine family amino acid metabolic proce...	6	0	0.3	1.00000
658	GO:0009070	serine family amino acid biosynthetic pr...	5	0	0.25	1.00000
659	GO:0009081	branched-chain amino acid metabolic proc...	4	0	0.2	1.00000
660	GO:0009082	branched-chain amino acid biosynthetic p...	4	0	0.2	1.00000
661	GO:0009084	glutamine family amino acid biosynthetic...	12	0	0.59	1.00000
662	GO:0009085	lysine biosynthetic process	5	0	0.25	1.00000
663	GO:0009086	methionine biosynthetic process	3	0	0.15	1.00000
664	GO:0009089	lysine biosynthetic process via diaminop...	5	0	0.25	1.00000
665	GO:0009106	lipoate metabolic process	4	0	0.2	1.00000
666	GO:0009107	lipoate biosynthetic process	4	0	0.2	1.00000
667	GO:0009110	vitamin biosynthetic process	20	0	0.99	1.00000
668	GO:0009113	purine nucleobase biosynthetic process	3	0	0.15	1.00000
669	GO:0009116	nucleoside metabolic process	18	0	0.89	1.00000
670	GO:0009119	ribonucleoside metabolic process	3	0	0.15	1.00000
671	GO:0009123	nucleoside monophosphate metabolic proce...	8	0	0.39	1.00000
672	GO:0009124	nucleoside monophosphate biosynthetic pr...	8	0	0.39	1.00000
673	GO:0009126	purine nucleoside monophosphate metaboli...	7	0	0.34	1.00000
674	GO:0009127	purine nucleoside monophosphate biosynth...	7	0	0.34	1.00000
675	GO:0009141	nucleoside triphosphate metabolic proces...	26	0	1.28	1.00000
676	GO:0009142	nucleoside triphosphate biosynthetic pro...	25	0	1.23	1.00000
677	GO:0009144	purine nucleoside triphosphate metabolic...	25	0	1.23	1.00000
678	GO:0009145	purine nucleoside triphosphate biosynthe...	25	0	1.23	1.00000
679	GO:0009147	pyrimidine nucleoside triphosphate metab...	7	0	0.34	1.00000
680	GO:0009148	pyrimidine nucleoside triphosphate biosy...	6	0	0.3	1.00000
681	GO:0009152	purine ribonucleotide biosynthetic proce...	38	0	1.87	1.00000
682	GO:0009156	ribonucleoside monophosphate biosyntheti...	7	0	0.34	1.00000
683	GO:0009161	ribonucleoside monophosphate metabolic p...	7	0	0.34	1.00000
684	GO:0009167	purine ribonucleoside monophosphate meta...	7	0	0.34	1.00000
685	GO:0009168	purine ribonucleoside monophosphate bios...	7	0	0.34	1.00000
686	GO:0009199	ribonucleoside triphosphate metabolic pr...	25	0	1.23	1.00000
687	GO:0009201	ribonucleoside triphosphate biosynthetic...	25	0	1.23	1.00000
688	GO:0009205	purine ribonucleoside triphosphate metab...	25	0	1.23	1.00000
689	GO:0009206	purine ribonucleoside triphosphate biosy...	25	0	1.23	1.00000
690	GO:0009208	pyrimidine ribonucleoside triphosphate m...	6	0	0.3	1.00000
691	GO:0009209	pyrimidine ribonucleoside triphosphate b...	6	0	0.3	1.00000
692	GO:0009218	pyrimidine ribonucleotide metabolic proc...	6	0	0.3	1.00000
693	GO:0009220	pyrimidine ribonucleotide biosynthetic p...	6	0	0.3	1.00000
694	GO:0009225	nucleotide-sugar metabolic process	4	0	0.2	1.00000
695	GO:0009226	nucleotide-sugar biosynthetic process	4	0	0.2	1.00000
696	GO:0009228	thiamine biosynthetic process	3	0	0.15	1.00000
697	GO:0009231	riboflavin biosynthetic process	9	0	0.44	1.00000
698	GO:0009245	lipid A biosynthetic process	3	0	0.15	1.00000
699	GO:0009247	glycolipid biosynthetic process	15	0	0.74	1.00000
700	GO:0009260	ribonucleotide biosynthetic process	38	0	1.87	1.00000
701	GO:0009262	deoxyribonucleotide metabolic process	3	0	0.15	1.00000
702	GO:0009267	cellular response to starvation	3	0	0.15	1.00000
703	GO:0009298	GDP-mannose biosynthetic process	4	0	0.2	1.00000
704	GO:0009309	amine biosynthetic process	6	0	0.3	1.00000
705	GO:0009396	folic acid-containing compound biosynthe...	8	0	0.39	1.00000
706	GO:0009435	NAD biosynthetic process	3	0	0.15	1.00000
707	GO:0009451	RNA modification	39	0	1.92	1.00000
708	GO:0009581	detection of external stimulus	3	0	0.15	1.00000
709	GO:0009582	detection of abiotic stimulus	3	0	0.15	1.00000
710	GO:0009583	detection of light stimulus	3	0	0.15	1.00000
711	GO:0009584	detection of visible light	3	0	0.15	1.00000
712	GO:0009606	tropism	3	0	0.15	1.00000
713	GO:0009607	response to biotic stimulus	15	0	0.74	1.00000
714	GO:0009617	response to bacterium	4	0	0.2	1.00000
715	GO:0009664	plant-type cell wall organization	6	0	0.3	1.00000
716	GO:0009755	hormone-mediated signaling pathway	4	0	0.2	1.00000
717	GO:0009765	photosynthesis, light harvesting	16	0	0.79	1.00000
718	GO:0009767	photosynthetic electron transport chain	4	0	0.2	1.00000
719	GO:0009832	plant-type cell wall biogenesis	7	0	0.34	1.00000
720	GO:0009891	positive regulation of biosynthetic proc...	4	0	0.2	1.00000
721	GO:0010038	response to metal ion	3	0	0.15	1.00000
722	GO:0010207	photosystem II assembly	3	0	0.15	1.00000
723	GO:0010215	cellulose microfibril organization	6	0	0.3	1.00000
724	GO:0010256	endomembrane system organization	5	0	0.25	1.00000
725	GO:0010498	proteasomal protein catabolic process	4	0	0.2	1.00000
726	GO:0010557	positive regulation of macromolecule bio...	4	0	0.2	1.00000
727	GO:0010628	positive regulation of gene expression	3	0	0.15	1.00000
728	GO:0010639	negative regulation of organelle organiz...	7	0	0.34	1.00000
729	GO:0010948	negative regulation of cell cycle proces...	9	0	0.44	1.00000
730	GO:0010965	regulation of mitotic sister chromatid s...	7	0	0.34	1.00000
731	GO:0015689	molybdate ion transport	4	0	0.2	1.00000
732	GO:0015693	magnesium ion transport	11	0	0.54	1.00000
733	GO:0015711	organic anion transport	7	0	0.34	1.00000
734	GO:0015718	monocarboxylic acid transport	4	0	0.2	1.00000
735	GO:0015740	C4-dicarboxylate transport	3	0	0.15	1.00000
736	GO:0015743	malate transport	3	0	0.15	1.00000
737	GO:0015849	organic acid transport	41	0	2.02	1.00000
738	GO:0015919	peroxisomal membrane transport	4	0	0.2	1.00000
739	GO:0015931	nucleobase-containing compound transport	4	0	0.2	1.00000
740	GO:0015936	coenzyme A metabolic process	7	0	0.34	1.00000
741	GO:0015937	coenzyme A biosynthetic process	4	0	0.2	1.00000
742	GO:0015977	carbon fixation	6	0	0.3	1.00000
743	GO:0015979	photosynthesis	69	0	3.4	1.00000
744	GO:0015980	energy derivation by oxidation of organi...	15	0	0.74	1.00000
745	GO:0015986	proton motive force-driven ATP synthesis	17	0	0.84	1.00000
746	GO:0016036	cellular response to phosphate starvatio...	3	0	0.15	1.00000
747	GO:0016042	lipid catabolic process	12	0	0.59	1.00000
748	GO:0016049	cell growth	7	0	0.34	1.00000
749	GO:0016050	vesicle organization	4	0	0.2	1.00000
750	GO:0016071	mRNA metabolic process	65	0	3.2	1.00000
751	GO:0016072	rRNA metabolic process	23	0	1.13	1.00000
752	GO:0016108	tetraterpenoid metabolic process	3	0	0.15	1.00000
753	GO:0016109	tetraterpenoid biosynthetic process	3	0	0.15	1.00000
754	GO:0016116	carotenoid metabolic process	3	0	0.15	1.00000
755	GO:0016117	carotenoid biosynthetic process	3	0	0.15	1.00000
756	GO:0016125	sterol metabolic process	4	0	0.2	1.00000
757	GO:0016226	iron-sulfur cluster assembly	9	0	0.44	1.00000
758	GO:0016236	macroautophagy	3	0	0.15	1.00000
759	GO:0016255	attachment of GPI anchor to protein	3	0	0.15	1.00000
760	GO:0016485	protein processing	12	0	0.59	1.00000
761	GO:0016558	protein import into peroxisome matrix	4	0	0.2	1.00000
762	GO:0016559	peroxisome fission	4	0	0.2	1.00000
763	GO:0016560	protein import into peroxisome matrix, d...	3	0	0.15	1.00000
764	GO:0016570	histone modification	28	0	1.38	1.00000
765	GO:0016571	histone methylation	17	0	0.84	1.00000
766	GO:0016573	histone acetylation	6	0	0.3	1.00000
767	GO:0016579	protein deubiquitination	10	0	0.49	1.00000
768	GO:0016998	cell wall macromolecule catabolic proces...	12	0	0.59	1.00000
769	GO:0017004	cytochrome complex assembly	4	0	0.2	1.00000
770	GO:0017006	protein-tetrapyrrole linkage	3	0	0.15	1.00000
771	GO:0017038	protein import	19	0	0.94	1.00000
772	GO:0018022	peptidyl-lysine methylation	17	0	0.84	1.00000
773	GO:0018205	peptidyl-lysine modification	26	0	1.28	1.00000
774	GO:0018298	protein-chromophore linkage	3	0	0.15	1.00000
775	GO:0018342	protein prenylation	5	0	0.25	1.00000
776	GO:0018393	internal peptidyl-lysine acetylation	6	0	0.3	1.00000
777	GO:0018394	peptidyl-lysine acetylation	6	0	0.3	1.00000
778	GO:0019319	hexose biosynthetic process	4	0	0.2	1.00000
779	GO:0019344	cysteine biosynthetic process	4	0	0.2	1.00000
780	GO:0019395	fatty acid oxidation	5	0	0.25	1.00000
781	GO:0019439	aromatic compound catabolic process	23	0	1.13	1.00000
782	GO:0019646	aerobic electron transport chain	4	0	0.2	1.00000
783	GO:0019673	GDP-mannose metabolic process	4	0	0.2	1.00000
784	GO:0019684	photosynthesis, light reaction	25	0	1.23	1.00000
785	GO:0019720	Mo-molybdopterin cofactor metabolic proc...	3	0	0.15	1.00000
786	GO:0019748	secondary metabolic process	4	0	0.2	1.00000
787	GO:0022406	membrane docking	13	0	0.64	1.00000
788	GO:0022613	ribonucleoprotein complex biogenesis	54	0	2.66	1.00000
789	GO:0022618	ribonucleoprotein complex assembly	9	0	0.44	1.00000
790	GO:0022900	electron transport chain	11	0	0.54	1.00000
791	GO:0022904	respiratory electron transport chain	6	0	0.3	1.00000
792	GO:0030071	regulation of mitotic metaphase/anaphase...	7	0	0.34	1.00000
793	GO:0030091	protein repair	7	0	0.34	1.00000
794	GO:0030150	protein import into mitochondrial matrix	6	0	0.3	1.00000
795	GO:0030198	extracellular matrix organization	6	0	0.3	1.00000
796	GO:0030258	lipid modification	9	0	0.44	1.00000
797	GO:0030259	lipid glycosylation	4	0	0.2	1.00000
798	GO:0030261	chromosome condensation	5	0	0.25	1.00000
799	GO:0031047	gene silencing by RNA	10	0	0.49	1.00000
800	GO:0031109	microtubule polymerization or depolymeri...	3	0	0.15	1.00000
801	GO:0031123	RNA 3'-end processing	8	0	0.39	1.00000
802	GO:0031124	mRNA 3'-end processing	7	0	0.34	1.00000
803	GO:0031163	metallo-sulfur cluster assembly	9	0	0.44	1.00000
804	GO:0031167	rRNA methylation	3	0	0.15	1.00000
805	GO:0031204	post-translational protein targeting to ...	5	0	0.25	1.00000
806	GO:0031328	positive regulation of cellular biosynth...	4	0	0.2	1.00000
807	GO:0031570	DNA integrity checkpoint signaling	3	0	0.15	1.00000
808	GO:0031577	spindle checkpoint signaling	5	0	0.25	1.00000
809	GO:0031667	response to nutrient levels	5	0	0.25	1.00000
810	GO:0031669	cellular response to nutrient levels	5	0	0.25	1.00000
811	GO:0032200	telomere organization	7	0	0.34	1.00000
812	GO:0032259	methylation	42	0	2.07	1.00000
813	GO:0032507	maintenance of protein location in cell	4	0	0.2	1.00000
814	GO:0032870	cellular response to hormone stimulus	4	0	0.2	1.00000
815	GO:0032957	inositol trisphosphate metabolic process	6	0	0.3	1.00000
816	GO:0033044	regulation of chromosome organization	7	0	0.34	1.00000
817	GO:0033045	regulation of sister chromatid segregati...	7	0	0.34	1.00000
818	GO:0033046	negative regulation of sister chromatid ...	5	0	0.25	1.00000
819	GO:0033047	regulation of mitotic sister chromatid s...	5	0	0.25	1.00000
820	GO:0033048	negative regulation of mitotic sister ch...	5	0	0.25	1.00000
821	GO:0033365	protein localization to organelle	40	0	1.97	1.00000
822	GO:0033500	carbohydrate homeostasis	6	0	0.3	1.00000
823	GO:0033866	nucleoside bisphosphate biosynthetic pro...	6	0	0.3	1.00000
