GO.ID	Term	Annotated	Significant	Expected	Fisher
398	GO:0008066	glutamate receptor activity	19	0	0.98	1.00000
399	GO:0008081	phosphoric diester hydrolase activity	19	0	0.98	1.00000
400	GO:0008083	growth factor activity	5	0	0.26	1.00000
401	GO:0008094	ATP-dependent activity, acting on DNA	34	0	1.76	1.00000
402	GO:0008097	5S rRNA binding	4	0	0.21	1.00000
403	GO:0008113	peptide-methionine (S)-S-oxide reductase...	4	0	0.21	1.00000
404	GO:0008121	ubiquinol-cytochrome-c reductase activit...	6	0	0.31	1.00000
405	GO:0008131	primary amine oxidase activity	4	0	0.21	1.00000
406	GO:0008137	NADH dehydrogenase (ubiquinone) activity	8	0	0.41	1.00000
407	GO:0008146	sulfotransferase activity	4	0	0.21	1.00000
408	GO:0008170	N-methyltransferase activity	24	0	1.24	1.00000
409	GO:0008173	RNA methyltransferase activity	21	0	1.09	1.00000
410	GO:0008175	tRNA methyltransferase activity	7	0	0.36	1.00000
411	GO:0008176	tRNA (guanine-N7-)-methyltransferase act...	3	0	0.16	1.00000
412	GO:0008199	ferric iron binding	3	0	0.16	1.00000
413	GO:0008234	cysteine-type peptidase activity	54	0	2.79	1.00000
414	GO:0008242	omega peptidase activity	4	0	0.21	1.00000
415	GO:0008276	protein methyltransferase activity	21	0	1.09	1.00000
416	GO:0008312	7S RNA binding	8	0	0.41	1.00000
417	GO:0008318	protein prenyltransferase activity	4	0	0.21	1.00000
418	GO:0008373	sialyltransferase activity	5	0	0.26	1.00000
419	GO:0008375	acetylglucosaminyltransferase activity	34	0	1.76	1.00000
420	GO:0008408	3'-5' exonuclease activity	18	0	0.93	1.00000
421	GO:0008483	transaminase activity	13	0	0.67	1.00000
422	GO:0008514	organic anion transmembrane transporter ...	3	0	0.16	1.00000
423	GO:0008519	ammonium transmembrane transporter activ...	6	0	0.31	1.00000
424	GO:0008641	ubiquitin-like modifier activating enzym...	14	0	0.72	1.00000
425	GO:0008757	S-adenosylmethionine-dependent methyltra...	30	0	1.55	1.00000
426	GO:0008839	4-hydroxy-tetrahydrodipicolinate reducta...	3	0	0.16	1.00000
427	GO:0008889	glycerophosphodiester phosphodiesterase ...	9	0	0.47	1.00000
428	GO:0008964	phosphoenolpyruvate carboxylase activity	6	0	0.31	1.00000
429	GO:0009001	serine O-acetyltransferase activity	4	0	0.21	1.00000
430	GO:0009378	four-way junction helicase activity	20	0	1.03	1.00000
431	GO:0009678	pyrophosphate hydrolysis-driven proton t...	15	0	0.78	1.00000
432	GO:0009916	alternative oxidase activity	6	0	0.31	1.00000
433	GO:0009982	pseudouridine synthase activity	17	0	0.88	1.00000
434	GO:0010277	chlorophyllide a oxygenase [overall] act...	4	0	0.21	1.00000
435	GO:0010309	acireductone dioxygenase [iron(II)-requi...	3	0	0.16	1.00000
436	GO:0015095	magnesium ion transmembrane transporter ...	11	0	0.57	1.00000
437	GO:0015098	molybdate ion transmembrane transporter ...	4	0	0.21	1.00000
438	GO:0015171	amino acid transmembrane transporter act...	22	0	1.14	1.00000
439	GO:0015215	nucleotide transmembrane transporter act...	3	0	0.16	1.00000
440	GO:0015216	purine nucleotide transmembrane transpor...	3	0	0.16	1.00000
441	GO:0015217	ADP transmembrane transporter activity	3	0	0.16	1.00000
442	GO:0015252	proton channel activity	9	0	0.47	1.00000
443	GO:0015276	ligand-gated ion channel activity	19	0	0.98	1.00000
444	GO:0015293	symporter activity	7	0	0.36	1.00000
445	GO:0015294	solute:cation symporter activity	7	0	0.36	1.00000
446	GO:0015295	solute:proton symporter activity	7	0	0.36	1.00000
447	GO:0015298	solute:cation antiporter activity	16	0	0.83	1.00000
448	GO:0015299	solute:proton antiporter activity	16	0	0.83	1.00000
449	GO:0015605	organophosphate ester transmembrane tran...	3	0	0.16	1.00000
450	GO:0015923	mannosidase activity	12	0	0.62	1.00000
451	GO:0015924	mannosyl-oligosaccharide mannosidase act...	5	0	0.26	1.00000
452	GO:0015930	glutamate synthase activity	3	0	0.16	1.00000
453	GO:0015932	nucleobase-containing compound transmemb...	7	0	0.36	1.00000
454	GO:0016151	nickel cation binding	4	0	0.21	1.00000
455	GO:0016157	sucrose synthase activity	9	0	0.47	1.00000
456	GO:0016168	chlorophyll binding	4	0	0.21	1.00000
457	GO:0016211	ammonia ligase activity	5	0	0.26	1.00000
458	GO:0016278	lysine N-methyltransferase activity	19	0	0.98	1.00000
459	GO:0016279	protein-lysine N-methyltransferase activ...	19	0	0.98	1.00000
460	GO:0016298	lipase activity	8	0	0.41	1.00000
461	GO:0016307	phosphatidylinositol phosphate kinase ac...	16	0	0.83	1.00000
462	GO:0016412	serine O-acyltransferase activity	4	0	0.21	1.00000
463	GO:0016413	O-acetyltransferase activity	5	0	0.26	1.00000
464	GO:0016423	tRNA (guanine) methyltransferase activit...	7	0	0.36	1.00000
465	GO:0016538	cyclin-dependent protein serine/threonin...	6	0	0.31	1.00000
466	GO:0016615	malate dehydrogenase activity	13	0	0.67	1.00000
467	GO:0016620	oxidoreductase activity, acting on the a...	20	0	1.03	1.00000
468	GO:0016624	oxidoreductase activity, acting on the a...	8	0	0.41	1.00000
469	GO:0016627	oxidoreductase activity, acting on the C...	26	0	1.34	1.00000
470	GO:0016628	oxidoreductase activity, acting on the C...	4	0	0.21	1.00000
471	GO:0016634	oxidoreductase activity, acting on the C...	6	0	0.31	1.00000
472	GO:0016638	oxidoreductase activity, acting on the C...	11	0	0.57	1.00000
473	GO:0016641	oxidoreductase activity, acting on the C...	7	0	0.36	1.00000
474	GO:0016646	oxidoreductase activity, acting on the C...	5	0	0.26	1.00000
475	GO:0016651	oxidoreductase activity, acting on NAD(P...	24	0	1.24	1.00000
476	GO:0016655	oxidoreductase activity, acting on NAD(P...	12	0	0.62	1.00000
477	GO:0016668	oxidoreductase activity, acting on a sul...	4	0	0.21	1.00000
478	GO:0016670	oxidoreductase activity, acting on a sul...	3	0	0.16	1.00000
479	GO:0016671	oxidoreductase activity, acting on a sul...	10	0	0.52	1.00000
480	GO:0016679	oxidoreductase activity, acting on diphe...	19	0	0.98	1.00000
481	GO:0016682	oxidoreductase activity, acting on diphe...	12	0	0.62	1.00000
482	GO:0016703	oxidoreductase activity, acting on singl...	6	0	0.31	1.00000
483	GO:0016721	oxidoreductase activity, acting on super...	3	0	0.16	1.00000
484	GO:0016725	oxidoreductase activity, acting on CH or...	4	0	0.21	1.00000
485	GO:0016742	hydroxymethyl-, formyl- and related tran...	6	0	0.31	1.00000
486	GO:0016763	pentosyltransferase activity	13	0	0.67	1.00000
487	GO:0016769	transferase activity, transferring nitro...	13	0	0.67	1.00000
488	GO:0016774	phosphotransferase activity, carboxyl gr...	4	0	0.21	1.00000
489	GO:0016775	phosphotransferase activity, nitrogenous...	10	0	0.52	1.00000
490	GO:0016776	phosphotransferase activity, phosphate g...	10	0	0.52	1.00000
491	GO:0016778	diphosphotransferase activity	5	0	0.26	1.00000
492	GO:0016780	phosphotransferase activity, for other s...	10	0	0.52	1.00000
493	GO:0016782	transferase activity, transferring sulph...	8	0	0.41	1.00000
494	GO:0016783	sulfurtransferase activity	4	0	0.21	1.00000
495	GO:0016790	thiolester hydrolase activity	10	0	0.52	1.00000
496	GO:0016796	exonuclease activity, active with either...	3	0	0.16	1.00000
497	GO:0016811	hydrolase activity, acting on carbon-nit...	12	0	0.62	1.00000
498	GO:0016814	hydrolase activity, acting on carbon-nit...	11	0	0.57	1.00000
499	GO:0016832	aldehyde-lyase activity	8	0	0.41	1.00000
500	GO:0016833	oxo-acid-lyase activity	6	0	0.31	1.00000
501	GO:0016842	amidine-lyase activity	3	0	0.16	1.00000
502	GO:0016849	phosphorus-oxygen lyase activity	5	0	0.26	1.00000
503	GO:0016851	magnesium chelatase activity	3	0	0.16	1.00000
504	GO:0016854	racemase and epimerase activity	5	0	0.26	1.00000
505	GO:0016855	racemase and epimerase activity, acting ...	3	0	0.16	1.00000
506	GO:0016860	intramolecular oxidoreductase activity	22	0	1.14	1.00000
507	GO:0016861	intramolecular oxidoreductase activity, ...	13	0	0.67	1.00000
508	GO:0016863	intramolecular oxidoreductase activity, ...	6	0	0.31	1.00000
509	GO:0016864	intramolecular oxidoreductase activity, ...	3	0	0.16	1.00000
510	GO:0016868	intramolecular transferase activity, pho...	11	0	0.57	1.00000
511	GO:0016875	ligase activity, forming carbon-oxygen b...	53	0	2.74	1.00000
512	GO:0016877	ligase activity, forming carbon-sulfur b...	14	0	0.72	1.00000
513	GO:0016880	acid-ammonia (or amide) ligase activity	5	0	0.26	1.00000
514	GO:0016881	acid-amino acid ligase activity	10	0	0.52	1.00000
515	GO:0016886	ligase activity, forming phosphoric este...	3	0	0.16	1.00000
516	GO:0016888	endodeoxyribonuclease activity, producin...	3	0	0.16	1.00000
517	GO:0016891	endoribonuclease activity, producing 5'-...	12	0	0.62	1.00000
518	GO:0016893	endonuclease activity, active with eithe...	15	0	0.78	1.00000
519	GO:0016901	oxidoreductase activity, acting on the C...	3	0	0.16	1.00000
520	GO:0016903	oxidoreductase activity, acting on the a...	28	0	1.45	1.00000
521	GO:0016987	sigma factor activity	5	0	0.26	1.00000
522	GO:0016992	lipoate synthase activity	4	0	0.21	1.00000
523	GO:0017069	snRNA binding	7	0	0.36	1.00000
524	GO:0017150	tRNA dihydrouridine synthase activity	3	0	0.16	1.00000
525	GO:0017176	phosphatidylinositol N-acetylglucosaminy...	4	0	0.21	1.00000
526	GO:0018024	histone-lysine N-methyltransferase activ...	19	0	0.98	1.00000
527	GO:0019203	carbohydrate phosphatase activity	8	0	0.41	1.00000
528	GO:0019205	nucleobase-containing compound kinase ac...	20	0	1.03	1.00000
529	GO:0019207	kinase regulator activity	9	0	0.47	1.00000
530	GO:0019208	phosphatase regulator activity	3	0	0.16	1.00000
531	GO:0019210	kinase inhibitor activity	4	0	0.21	1.00000
532	GO:0019238	cyclohydrolase activity	7	0	0.36	1.00000
533	GO:0019239	deaminase activity	5	0	0.26	1.00000
534	GO:0019783	ubiquitin-like protein peptidase activit...	9	0	0.47	1.00000
535	GO:0019789	SUMO transferase activity	3	0	0.16	1.00000
536	GO:0019825	oxygen binding	3	0	0.16	1.00000
537	GO:0019829	ATPase-coupled cation transmembrane tran...	10	0	0.52	1.00000
538	GO:0019843	rRNA binding	18	0	0.93	1.00000
539	GO:0019887	protein kinase regulator activity	9	0	0.47	1.00000
540	GO:0019899	enzyme binding	21	0	1.09	1.00000
541	GO:0019900	kinase binding	13	0	0.67	1.00000
542	GO:0019901	protein kinase binding	13	0	0.67	1.00000
543	GO:0019904	protein domain specific binding	10	0	0.52	1.00000
544	GO:0022824	transmitter-gated ion channel activity	19	0	0.98	1.00000
545	GO:0022834	ligand-gated channel activity	19	0	0.98	1.00000
546	GO:0022835	transmitter-gated channel activity	19	0	0.98	1.00000
547	GO:0030145	manganese ion binding	7	0	0.36	1.00000
548	GO:0030151	molybdenum ion binding	7	0	0.36	1.00000
549	GO:0030274	LIM domain binding	4	0	0.21	1.00000
550	GO:0030291	protein serine/threonine kinase inhibito...	4	0	0.21	1.00000
551	GO:0030337	DNA polymerase processivity factor activ...	4	0	0.21	1.00000
552	GO:0030545	signaling receptor regulator activity	5	0	0.26	1.00000
553	GO:0030546	signaling receptor activator activity	5	0	0.26	1.00000
554	GO:0030594	neurotransmitter receptor activity	19	0	0.98	1.00000
555	GO:0030955	potassium ion binding	10	0	0.52	1.00000
556	GO:0030976	thiamine pyrophosphate binding	9	0	0.47	1.00000
557	GO:0030983	mismatched DNA binding	11	0	0.57	1.00000
558	GO:0031072	heat shock protein binding	9	0	0.47	1.00000
559	GO:0031420	alkali metal ion binding	10	0	0.52	1.00000
560	GO:0031625	ubiquitin protein ligase binding	8	0	0.41	1.00000
561	GO:0031683	G-protein beta/gamma-subunit complex bin...	4	0	0.21	1.00000
562	GO:0032296	double-stranded RNA-specific ribonucleas...	9	0	0.47	1.00000
563	GO:0032549	ribonucleoside binding	10	0	0.52	1.00000
564	GO:0033218	amide binding	11	0	0.57	1.00000
565	GO:0033743	peptide-methionine (R)-S-oxide reductase...	3	0	0.16	1.00000
566	GO:0033897	ribonuclease T2 activity	4	0	0.21	1.00000
567	GO:0033926	glycopeptide alpha-N-acetylgalactosamini...	7	0	0.36	1.00000
568	GO:0034061	DNA polymerase activity	15	0	0.78	1.00000
569	GO:0034062	5'-3' RNA polymerase activity	56	0	2.9	1.00000
570	GO:0035091	phosphatidylinositol binding	9	0	0.47	1.00000
571	GO:0036361	racemase activity, acting on amino acids...	3	0	0.16	1.00000
572	GO:0038023	signaling receptor activity	21	0	1.09	1.00000
573	GO:0042054	histone methyltransferase activity	19	0	0.98	1.00000
574	GO:0042132	fructose 1,6-bisphosphate 1-phosphatase ...	5	0	0.26	1.00000
575	GO:0042162	telomeric DNA binding	5	0	0.26	1.00000
576	GO:0042277	peptide binding	5	0	0.26	1.00000
577	GO:0042393	histone binding	26	0	1.34	1.00000
578	GO:0042625	ATPase-coupled ion transmembrane transpo...	10	0	0.52	1.00000
579	GO:0042802	identical protein binding	4	0	0.21	1.00000
580	GO:0042803	protein homodimerization activity	4	0	0.21	1.00000
581	GO:0043021	ribonucleoprotein complex binding	6	0	0.31	1.00000
582	GO:0043022	ribosome binding	5	0	0.26	1.00000
583	GO:0043047	single-stranded telomeric DNA binding	3	0	0.16	1.00000
584	GO:0044389	ubiquitin-like protein ligase binding	8	0	0.41	1.00000
585	GO:0044769	ATPase activity, coupled to transmembran...	10	0	0.52	1.00000
586	GO:0044877	protein-containing complex binding	14	0	0.72	1.00000
587	GO:0045300	acyl-[acyl-carrier-protein] desaturase a...	3	0	0.16	1.00000
588	GO:0046912	acyltransferase activity, acyl groups co...	9	0	0.47	1.00000
589	GO:0046915	transition metal ion transmembrane trans...	8	0	0.41	1.00000
590	GO:0046923	ER retention sequence binding	4	0	0.21	1.00000
591	GO:0046933	proton-transporting ATP synthase activit...	9	0	0.47	1.00000
592	GO:0046943	carboxylic acid transmembrane transporte...	22	0	1.14	1.00000
593	GO:0046961	proton-transporting ATPase activity, rot...	10	0	0.52	1.00000
594	GO:0047134	protein-disulfide reductase (NAD(P)) act...	4	0	0.21	1.00000
595	GO:0047325	inositol tetrakisphosphate 1-kinase acti...	6	0	0.31	1.00000
596	GO:0047750	cholestenol delta-isomerase activity	4	0	0.21	1.00000
597	GO:0047952	glycerol-3-phosphate dehydrogenase [NAD(...	5	0	0.26	1.00000
598	GO:0048018	receptor ligand activity	5	0	0.26	1.00000
599	GO:0048029	monosaccharide binding	6	0	0.31	1.00000
600	GO:0048038	quinone binding	7	0	0.36	1.00000
601	GO:0050136	NADH dehydrogenase (quinone) activity	8	0	0.41	1.00000
602	GO:0050145	nucleoside monophosphate kinase activity	4	0	0.21	1.00000
603	GO:0050307	sucrose-phosphate phosphatase activity	3	0	0.16	1.00000
604	GO:0050308	sugar-phosphatase activity	8	0	0.41	1.00000
605	GO:0050664	oxidoreductase activity, acting on NAD(P...	8	0	0.41	1.00000
606	GO:0050997	quaternary ammonium group binding	9	0	0.47	1.00000
607	GO:0051002	ligase activity, forming nitrogen-metal ...	3	0	0.16	1.00000
608	GO:0051003	ligase activity, forming nitrogen-metal ...	3	0	0.16	1.00000
609	GO:0051015	actin filament binding	3	0	0.16	1.00000
610	GO:0051082	unfolded protein binding	32	0	1.65	1.00000
611	GO:0051087	chaperone binding	15	0	0.78	1.00000
612	GO:0051287	NAD binding	44	0	2.27	1.00000
613	GO:0051537	2 iron, 2 sulfur cluster binding	9	0	0.47	1.00000
614	GO:0051539	4 iron, 4 sulfur cluster binding	9	0	0.47	1.00000
615	GO:0051765	inositol tetrakisphosphate kinase activi...	6	0	0.31	1.00000
616	GO:0051766	inositol trisphosphate kinase activity	7	0	0.36	1.00000
617	GO:0052725	inositol-1,3,4-trisphosphate 6-kinase ac...	6	0	0.31	1.00000
618	GO:0052726	inositol-1,3,4-trisphosphate 5-kinase ac...	6	0	0.31	1.00000
619	GO:0060089	molecular transducer activity	21	0	1.09	1.00000
620	GO:0060590	ATPase regulator activity	4	0	0.21	1.00000
621	GO:0070003	threonine-type peptidase activity	21	0	1.09	1.00000
622	GO:0070566	adenylyltransferase activity	8	0	0.41	1.00000
623	GO:0080019	fatty-acyl-CoA reductase (alcohol-formin...	7	0	0.36	1.00000
624	GO:0080048	GDP-D-glucose phosphorylase activity	3	0	0.16	1.00000
625	GO:0097747	RNA polymerase activity	56	0	2.9	1.00000
626	GO:0098847	sequence-specific single stranded DNA bi...	3	0	0.16	1.00000
627	GO:0101005	deubiquitinase activity	9	0	0.47	1.00000
628	GO:0106413	dihydrouridine synthase activity	3	0	0.16	1.00000
629	GO:0120227	acyl-CoA binding	5	0	0.26	1.00000
630	GO:0140101	catalytic activity, acting on a tRNA	80	0	4.14	1.00000
631	GO:0140103	catalytic activity, acting on a glycopro...	11	0	0.57	1.00000
632	GO:0140299	small molecule sensor activity	10	0	0.52	1.00000
633	GO:1901505	carbohydrate derivative transmembrane tr...	7	0	0.36	1.00000
634	GO:1901567	fatty acid derivative binding	5	0	0.26	1.00000
635	GO:1901681	sulfur compound binding	16	0	0.83	1.00000
636	GO:2001070	starch binding	6	0	0.31	1.00000
