GO.ID	Term	Annotated	Significant	Expected	Fisher
411	GO:0009082	branched-chain amino acid biosynthetic p...	4	1	0.5	0.83861
412	GO:0006022	aminoglycan metabolic process	12	1	1.49	0.83952
413	GO:2000112	regulation of cellular macromolecule bio...	8	1	1	0.84046
414	GO:0006821	chloride transport	9	1	1.12	0.84080
415	GO:0065003	protein-containing complex assembly	59	5	7.34	0.84168
416	GO:0016571	histone methylation	17	1	2.12	0.84234
417	GO:0009312	oligosaccharide biosynthetic process	23	1	2.86	0.84657
418	GO:0034613	cellular protein localization	129	6	16.06	0.84751
419	GO:0016226	iron-sulfur cluster assembly	9	1	1.12	0.85029
420	GO:0006865	amino acid transport	34	1	4.23	0.85048
421	GO:0016567	protein ubiquitination	63	5	7.84	0.85096
422	GO:0009231	riboflavin biosynthetic process	9	1	1.12	0.85526
423	GO:0006771	riboflavin metabolic process	9	1	1.12	0.85526
424	GO:0034248	regulation of cellular amide metabolic p...	8	1	1	0.85647
425	GO:0006040	amino sugar metabolic process	11	1	1.37	0.85802
426	GO:0018022	peptidyl-lysine methylation	17	1	2.12	0.86429
427	GO:0009060	aerobic respiration	14	2	1.74	0.86667
428	GO:0042727	flavin-containing compound biosynthetic ...	9	1	1.12	0.86917
429	GO:0006400	tRNA modification	10	2	1.24	0.86923
430	GO:1901617	organic hydroxy compound biosynthetic pr...	10	1	1.24	0.87091
431	GO:0019941	modification-dependent protein catabolic...	69	1	8.59	0.87342
432	GO:0019725	cellular homeostasis	102	10	12.7	0.87418
433	GO:0006613	cotranslational protein targeting to mem...	10	1	1.24	0.87500
434	GO:0006396	RNA processing	159	27	19.79	0.87540
435	GO:0010605	negative regulation of macromolecule met...	26	2	3.24	0.87568
436	GO:1901575	organic substance catabolic process	197	21	24.52	0.87621
437	GO:0009396	folic acid-containing compound biosynthe...	8	1	1	0.87647
438	GO:0045901	positive regulation of translational elo...	3	1	0.37	0.87762
439	GO:0006452	translational frameshifting	3	1	0.37	0.87762
440	GO:0008033	tRNA processing	38	10	4.73	0.87765
441	GO:0016570	histone modification	28	1	3.49	0.88101
442	GO:0034250	positive regulation of cellular amide me...	3	1	0.37	0.88195
443	GO:1903509	liposaccharide metabolic process	19	1	2.36	0.88375
444	GO:0000226	microtubule cytoskeleton organization	29	1	3.61	0.88493
445	GO:2001141	regulation of RNA biosynthetic process	677	41	84.26	0.88582
446	GO:0006541	glutamine metabolic process	12	3	1.49	0.88700
447	GO:0098660	inorganic ion transmembrane transport	42	4	5.23	0.88901
448	GO:0015031	protein transport	146	6	18.17	0.89062
449	GO:0044036	cell wall macromolecule metabolic proces...	13	1	1.62	0.89314
450	GO:1903825	organic acid transmembrane transport	38	2	4.73	0.89414
451	GO:0072525	pyridine-containing compound biosyntheti...	10	1	1.24	0.89573
452	GO:0006754	ATP biosynthetic process	19	3	2.36	0.89576
453	GO:0006631	fatty acid metabolic process	67	5	8.34	0.89599
454	GO:0042559	pteridine-containing compound biosynthet...	10	1	1.24	0.89647
455	GO:0045727	positive regulation of translation	3	1	0.37	0.89925
456	GO:0033865	nucleoside bisphosphate metabolic proces...	17	2	2.12	0.89990
457	GO:0048519	negative regulation of biological proces...	41	3	5.1	0.90019
458	GO:0045184	establishment of protein localization	153	8	19.04	0.90406
459	GO:0098662	inorganic cation transmembrane transport	41	4	5.1	0.90476
460	GO:0006614	SRP-dependent cotranslational protein ta...	10	1	1.24	0.90476
461	GO:0006757	ATP generation from ADP	41	10	5.1	0.90579
462	GO:0006694	steroid biosynthetic process	28	1	3.49	0.90663
463	GO:0007059	chromosome segregation	17	1	2.12	0.90761
464	GO:0006537	glutamate biosynthetic process	3	1	0.37	0.90909
465	GO:0007154	cell communication	214	22	26.64	0.91262
466	GO:0009892	negative regulation of metabolic process	28	2	3.49	0.91281
467	GO:1901605	alpha-amino acid metabolic process	55	13	6.85	0.91298
468	GO:0001522	pseudouridine synthesis	21	5	2.61	0.91397
469	GO:0006030	chitin metabolic process	11	1	1.37	0.91667
470	GO:0042546	cell wall biogenesis	13	1	1.62	0.92001
471	GO:0090407	organophosphate biosynthetic process	108	15	13.44	0.92011
472	GO:0006886	intracellular protein transport	118	4	14.69	0.92107
473	GO:0046348	amino sugar catabolic process	11	1	1.37	0.92632
474	GO:0033036	macromolecule localization	177	9	22.03	0.93221
475	GO:0006928	movement of cell or subcellular componen...	43	3	5.35	0.93289
476	GO:0006596	polyamine biosynthetic process	4	1	0.5	0.93333
477	GO:0044282	small molecule catabolic process	17	1	2.12	0.93878
478	GO:0006448	regulation of translational elongation	5	1	0.62	0.94231
479	GO:0022607	cellular component assembly	87	7	10.83	0.94558
480	GO:0046903	secretion	38	1	4.73	0.94607
481	GO:0048523	negative regulation of cellular process	21	1	2.61	0.94689
482	GO:0034032	purine nucleoside bisphosphate metabolic...	17	2	2.12	0.94795
483	GO:0010629	negative regulation of gene expression	22	2	2.74	0.95056
484	GO:0005975	carbohydrate metabolic process	388	41	48.29	0.95273
485	GO:0009056	catabolic process	207	21	25.76	0.95363
486	GO:0071554	cell wall organization or biogenesis	35	2	4.36	0.95375
487	GO:0046488	phosphatidylinositol metabolic process	43	1	5.35	0.95556
488	GO:0006470	protein dephosphorylation	88	3	10.95	0.96334
489	GO:0071705	nitrogen compound transport	194	9	24.15	0.96379
490	GO:0006996	organelle organization	167	8	20.79	0.96646
491	GO:0009135	purine nucleoside diphosphate metabolic ...	41	10	5.1	0.96671
492	GO:0009185	ribonucleoside diphosphate metabolic pro...	41	10	5.1	0.96671
493	GO:0046486	glycerolipid metabolic process	47	1	5.85	0.96714
494	GO:0033554	cellular response to stress	121	6	15.06	0.96762
495	GO:0006310	DNA recombination	32	1	3.98	0.96768
496	GO:0005992	trehalose biosynthetic process	16	1	1.99	0.96842
497	GO:0008202	steroid metabolic process	32	1	3.98	0.97040
498	GO:0006259	DNA metabolic process	193	18	24.02	0.97096
499	GO:0010033	response to organic substance	62	5	7.72	0.97164
500	GO:0016071	mRNA metabolic process	65	3	8.09	0.97221
501	GO:1901137	carbohydrate derivative biosynthetic pro...	106	13	13.19	0.97273
502	GO:0019752	carboxylic acid metabolic process	297	64	36.97	0.97689
503	GO:0006812	cation transport	155	7	19.29	0.97706
504	GO:1901615	organic hydroxy compound metabolic proce...	27	1	3.36	0.97791
505	GO:0000375	RNA splicing, via transesterification re...	32	1	3.98	0.97866
506	GO:0018205	peptidyl-lysine modification	26	1	3.24	0.97971
507	GO:0032268	regulation of cellular protein metabolic...	28	1	3.49	0.98440
508	GO:0051246	regulation of protein metabolic process	29	1	3.61	0.98494
509	GO:0007264	small GTPase mediated signal transductio...	34	1	4.23	0.98582
510	GO:0015980	energy derivation by oxidation of organi...	15	2	1.87	0.98659
511	GO:0006810	transport	938	68	116.75	0.98901
512	GO:0071702	organic substance transport	218	9	27.13	0.98905
513	GO:0055085	transmembrane transport	465	44	57.88	0.98948
514	GO:0032787	monocarboxylic acid metabolic process	118	18	14.69	0.98985
515	GO:0023052	signaling	166	12	20.66	0.98985
516	GO:0016311	dephosphorylation	88	3	10.95	0.99013
517	GO:0006479	protein methylation	27	3	3.36	0.99085
518	GO:0042398	cellular modified amino acid biosyntheti...	14	2	1.74	0.99143
519	GO:0003333	amino acid transmembrane transport	34	1	4.23	0.99147
520	GO:0046907	intracellular transport	154	5	19.17	0.99409
521	GO:0051649	establishment of localization in cell	154	5	19.17	0.99409
522	GO:0140352	export from cell	38	1	4.73	0.99423
523	GO:0009057	macromolecule catabolic process	121	8	15.06	0.99439
524	GO:0007165	signal transduction	166	12	20.66	0.99462
525	GO:0007017	microtubule-based process	91	5	11.33	0.99476
526	GO:0005976	polysaccharide metabolic process	53	2	6.6	0.99482
527	GO:0007275	multicellular organism development	52	2	6.47	0.99508
528	GO:0043632	modification-dependent macromolecule cat...	69	1	8.59	0.99528
529	GO:0008380	RNA splicing	38	2	4.73	0.99667
530	GO:0006417	regulation of translation	8	1	1	0.99678
531	GO:0006644	phospholipid metabolic process	60	1	7.47	0.99681
532	GO:0022402	cell cycle process	41	1	5.1	0.99685
533	GO:0042592	homeostatic process	103	10	12.82	0.99745
534	GO:0006418	tRNA aminoacylation for protein translat...	52	19	6.47	0.99776
535	GO:0032502	developmental process	63	2	7.84	0.99778
536	GO:0006415	translational termination	12	2	1.49	0.99860
537	GO:0072330	monocarboxylic acid biosynthetic process	56	5	6.97	0.99887
538	GO:0050896	response to stimulus	538	46	66.96	0.99889
539	GO:0071704	organic substance metabolic process	4083	536	508.2	0.99890
540	GO:0044238	primary metabolic process	3903	508	485.79	0.99913
541	GO:1901360	organic cyclic compound metabolic proces...	1501	164	186.82	0.99944
542	GO:0016051	carbohydrate biosynthetic process	53	2	6.6	0.99957
543	GO:0006139	nucleobase-containing compound metabolic...	1389	151	172.88	0.99966
544	GO:0051603	proteolysis involved in cellular protein...	79	1	9.83	0.99972
545	GO:0044262	cellular carbohydrate metabolic process	84	3	10.46	0.99975
546	GO:0044255	cellular lipid metabolic process	167	10	20.79	0.99981
547	GO:0007049	cell cycle	79	2	9.83	0.99981
548	GO:0044248	cellular catabolic process	137	7	17.05	0.99990
549	GO:0034637	cellular carbohydrate biosynthetic proce...	45	1	5.6	0.99992
550	GO:0044265	cellular macromolecule catabolic process	107	5	13.32	0.99994
551	GO:0016192	vesicle-mediated transport	125	1	15.56	0.99996
552	GO:0006629	lipid metabolic process	317	21	39.46	0.99996
553	GO:1901565	organonitrogen compound catabolic proces...	108	5	13.44	0.99998
554	GO:0006281	DNA repair	114	3	14.19	0.99998
555	GO:0051716	cellular response to stimulus	290	17	36.1	0.99999
556	GO:0051641	cellular localization	179	7	22.28	0.99999
557	GO:0006974	cellular response to DNA damage stimulus	116	3	14.44	0.99999
558	GO:0006725	cellular aromatic compound metabolic pro...	1461	168	181.85	0.99999
559	GO:0046483	heterocycle metabolic process	1460	167	181.72	0.99999
560	GO:0030163	protein catabolic process	85	2	10.58	1.00000
561	GO:0090304	nucleic acid metabolic process	1218	122	151.6	1.00000
562	GO:0006508	proteolysis	346	30	43.07	1.00000
563	GO:0006397	mRNA processing	55	1	6.85	1.00000
564	GO:0008610	lipid biosynthetic process	156	9	19.42	1.00000
565	GO:0044257	cellular protein catabolic process	79	1	9.83	1.00000
566	GO:0051252	regulation of RNA metabolic process	678	41	84.39	1.00000
567	GO:0051179	localization	949	70	118.12	1.00000
568	GO:0016043	cellular component organization	234	15	29.13	1.00000
569	GO:0065007	biological regulation	1035	75	128.82	1.00000
570	GO:0019219	regulation of nucleobase-containing comp...	691	41	86.01	1.00000
571	GO:0050789	regulation of biological process	1004	68	124.96	1.00000
572	GO:0080090	regulation of primary metabolic process	711	42	88.5	1.00000
573	GO:0006793	phosphorus metabolic process	1171	105	145.75	1.00000
574	GO:0019222	regulation of metabolic process	738	45	91.86	1.00000
575	GO:0043412	macromolecule modification	1201	96	149.48	1.00000
576	GO:0050794	regulation of cellular process	974	65	121.23	1.00000
577	GO:0060255	regulation of macromolecule metabolic pr...	732	44	91.11	1.00000
578	GO:0031323	regulation of cellular metabolic process	714	43	88.87	1.00000
579	GO:0051171	regulation of nitrogen compound metaboli...	711	42	88.5	1.00000
580	GO:0010468	regulation of gene expression	709	44	88.25	1.00000
581	GO:0009145	purine nucleoside triphosphate biosynthe...	25	7	3.11	1.00000
582	GO:0034654	nucleobase-containing compound biosynthe...	854	66	106.29	1.00000
583	GO:0016036	cellular response to phosphate starvatio...	3	2	0.37	1.00000
584	GO:0019438	aromatic compound biosynthetic process	908	77	113.02	1.00000
585	GO:0018130	heterocycle biosynthetic process	915	77	113.89	1.00000
586	GO:0046051	UTP metabolic process	6	4	0.75	1.00000
587	GO:0006228	UTP biosynthetic process	6	4	0.75	1.00000
588	GO:0006464	cellular protein modification process	1161	84	144.51	1.00000
589	GO:0006801	superoxide metabolic process	8	3	1	1.00000
590	GO:0042364	water-soluble vitamin biosynthetic proce...	20	3	2.49	1.00000
591	GO:0006241	CTP biosynthetic process	6	4	0.75	1.00000
592	GO:0016116	carotenoid metabolic process	3	1	0.37	1.00000
593	GO:0006913	nucleocytoplasmic transport	11	1	1.37	1.00000
594	GO:0000377	RNA splicing, via transesterification re...	32	1	3.98	1.00000
595	GO:0010556	regulation of macromolecule biosynthetic...	685	42	85.26	1.00000
596	GO:0009298	GDP-mannose biosynthetic process	4	1	0.5	1.00000
597	GO:0009889	regulation of biosynthetic process	685	42	85.26	1.00000
598	GO:0031326	regulation of cellular biosynthetic proc...	685	42	85.26	1.00000
599	GO:0033875	ribonucleoside bisphosphate metabolic pr...	17	2	2.12	1.00000
600	GO:0048366	leaf development	3	1	0.37	1.00000
601	GO:0048367	shoot system development	6	1	0.75	1.00000
602	GO:0046036	CTP metabolic process	6	4	0.75	1.00000
603	GO:0034968	histone lysine methylation	17	1	2.12	1.00000
604	GO:0006098	pentose-phosphate shunt	6	3	0.75	1.00000
605	GO:0006796	phosphate-containing compound metabolic ...	1171	105	145.75	1.00000
606	GO:0006576	cellular biogenic amine metabolic proces...	11	2	1.37	1.00000
607	GO:0006511	ubiquitin-dependent protein catabolic pr...	69	1	8.59	1.00000
608	GO:0006767	water-soluble vitamin metabolic process	20	3	2.49	1.00000
609	GO:0008150	biological_process	6331	788	788	1.00000
610	GO:1901071	glucosamine-containing compound metaboli...	11	1	1.37	1.00000
611	GO:1901072	glucosamine-containing compound cataboli...	11	1	1.37	1.00000
612	GO:0006535	cysteine biosynthetic process from serin...	4	2	0.5	1.00000
613	GO:0009201	ribonucleoside triphosphate biosynthetic...	25	7	3.11	1.00000
614	GO:0019673	GDP-mannose metabolic process	4	1	0.5	1.00000
615	GO:0009416	response to light stimulus	8	1	1	1.00000
616	GO:0009205	purine ribonucleoside triphosphate metab...	25	7	3.11	1.00000
617	GO:0009206	purine ribonucleoside triphosphate biosy...	25	7	3.11	1.00000
618	GO:0032940	secretion by cell	38	1	4.73	1.00000
619	GO:0006032	chitin catabolic process	11	1	1.37	1.00000
620	GO:0050658	RNA transport	3	1	0.37	1.00000
621	GO:0045333	cellular respiration	15	2	1.87	1.00000
622	GO:0000413	protein peptidyl-prolyl isomerization	28	5	3.49	1.00000
623	GO:1901362	organic cyclic compound biosynthetic pro...	957	79	119.11	1.00000
624	GO:0006351	transcription, DNA-templated	783	48	97.46	1.00000
625	GO:0051028	mRNA transport	3	1	0.37	1.00000
626	GO:0036211	protein modification process	1161	84	144.51	1.00000
627	GO:0009089	lysine biosynthetic process via diaminop...	5	2	0.62	1.00000
628	GO:0097659	nucleic acid-templated transcription	783	48	97.46	1.00000
629	GO:1905039	carboxylic acid transmembrane transport	38	2	4.73	1.00000
630	GO:0009167	purine ribonucleoside monophosphate meta...	7	2	0.87	1.00000
631	GO:0009168	purine ribonucleoside monophosphate bios...	7	2	0.87	1.00000
632	GO:0046942	carboxylic acid transport	7	1	0.87	1.00000
633	GO:0032774	RNA biosynthetic process	785	50	97.71	1.00000
634	GO:0006338	chromatin remodeling	26	3	3.24	1.00000
635	GO:0000077	DNA damage checkpoint signaling	3	1	0.37	1.00000
636	GO:0051707	response to other organism	5	2	0.62	1.00000
637	GO:0009179	purine ribonucleoside diphosphate metabo...	41	10	5.1	1.00000
638	GO:0000045	autophagosome assembly	3	0	0.37	1.00000
639	GO:0000070	mitotic sister chromatid segregation	13	0	1.62	1.00000
640	GO:0000079	regulation of cyclin-dependent protein s...	13	0	1.62	1.00000
641	GO:0000245	spliceosomal complex assembly	3	0	0.37	1.00000
642	GO:0000271	polysaccharide biosynthetic process	25	0	3.11	1.00000
643	GO:0000278	mitotic cell cycle	20	0	2.49	1.00000
644	GO:0000280	nuclear division	15	0	1.87	1.00000
645	GO:0000387	spliceosomal snRNP assembly	6	0	0.75	1.00000
646	GO:0000723	telomere maintenance	7	0	0.87	1.00000
647	GO:0000724	double-strand break repair via homologou...	3	0	0.37	1.00000
648	GO:0000725	recombinational repair	3	0	0.37	1.00000
649	GO:0000819	sister chromatid segregation	13	0	1.62	1.00000
650	GO:0000910	cytokinesis	11	0	1.37	1.00000
651	GO:0000956	nuclear-transcribed mRNA catabolic proce...	3	0	0.37	1.00000
652	GO:0001101	response to acid chemical	4	0	0.5	1.00000
653	GO:0001678	cellular glucose homeostasis	6	0	0.75	1.00000
654	GO:0001932	regulation of protein phosphorylation	18	0	2.24	1.00000
655	GO:0001934	positive regulation of protein phosphory...	5	0	0.62	1.00000
656	GO:0002376	immune system process	3	0	0.37	1.00000
657	GO:0003006	developmental process involved in reprod...	3	0	0.37	1.00000
658	GO:0005986	sucrose biosynthetic process	3	0	0.37	1.00000
659	GO:0006013	mannose metabolic process	5	0	0.62	1.00000
660	GO:0006066	alcohol metabolic process	19	0	2.36	1.00000
661	GO:0006072	glycerol-3-phosphate metabolic process	5	0	0.62	1.00000
662	GO:0006073	cellular glucan metabolic process	44	0	5.48	1.00000
663	GO:0006074	(1->3)-beta-D-glucan metabolic process	11	0	1.37	1.00000
664	GO:0006075	(1->3)-beta-D-glucan biosynthetic proces...	11	0	1.37	1.00000
665	GO:0006102	isocitrate metabolic process	3	0	0.37	1.00000
666	GO:0006108	malate metabolic process	4	0	0.5	1.00000
667	GO:0006119	oxidative phosphorylation	5	0	0.62	1.00000
668	GO:0006122	mitochondrial electron transport, ubiqui...	4	0	0.5	1.00000
669	GO:0006206	pyrimidine nucleobase metabolic process	3	0	0.37	1.00000
670	GO:0006265	DNA topological change	10	0	1.24	1.00000
671	GO:0006275	regulation of DNA replication	5	0	0.62	1.00000
672	GO:0006289	nucleotide-excision repair	13	0	1.62	1.00000
673	GO:0006298	mismatch repair	11	0	1.37	1.00000
674	GO:0006302	double-strand break repair	9	0	1.12	1.00000
675	GO:0006303	double-strand break repair via nonhomolo...	3	0	0.37	1.00000
676	GO:0006304	DNA modification	3	0	0.37	1.00000
677	GO:0006305	DNA alkylation	3	0	0.37	1.00000
678	GO:0006306	DNA methylation	3	0	0.37	1.00000
679	GO:0006359	regulation of transcription by RNA polym...	3	0	0.37	1.00000
680	GO:0006376	mRNA splice site selection	3	0	0.37	1.00000
681	GO:0006378	mRNA polyadenylation	3	0	0.37	1.00000
682	GO:0006379	mRNA cleavage	3	0	0.37	1.00000
683	GO:0006383	transcription by RNA polymerase III	6	0	0.75	1.00000
684	GO:0006419	alanyl-tRNA aminoacylation	3	0	0.37	1.00000
685	GO:0006420	arginyl-tRNA aminoacylation	3	0	0.37	1.00000
686	GO:0006465	signal peptide processing	8	0	1	1.00000
687	GO:0006471	protein ADP-ribosylation	4	0	0.5	1.00000
688	GO:0006473	protein acetylation	6	0	0.75	1.00000
689	GO:0006475	internal protein amino acid acetylation	6	0	0.75	1.00000
690	GO:0006486	protein glycosylation	44	0	5.48	1.00000
691	GO:0006487	protein N-linked glycosylation	6	0	0.75	1.00000
692	GO:0006497	protein lipidation	13	0	1.62	1.00000
693	GO:0006506	GPI anchor biosynthetic process	12	0	1.49	1.00000
694	GO:0006555	methionine metabolic process	4	0	0.5	1.00000
695	GO:0006556	S-adenosylmethionine biosynthetic proces...	3	0	0.37	1.00000
696	GO:0006558	L-phenylalanine metabolic process	5	0	0.62	1.00000
697	GO:0006606	protein import into nucleus	5	0	0.62	1.00000
698	GO:0006621	protein retention in ER lumen	4	0	0.5	1.00000
699	GO:0006625	protein targeting to peroxisome	5	0	0.62	1.00000
700	GO:0006626	protein targeting to mitochondrion	8	0	1	1.00000
701	GO:0006635	fatty acid beta-oxidation	4	0	0.5	1.00000
702	GO:0006661	phosphatidylinositol biosynthetic proces...	23	0	2.86	1.00000
703	GO:0006662	glycerol ether metabolic process	26	0	3.24	1.00000
704	GO:0006665	sphingolipid metabolic process	7	0	0.87	1.00000
705	GO:0006672	ceramide metabolic process	3	0	0.37	1.00000
706	GO:0006741	NADP biosynthetic process	4	0	0.5	1.00000
707	GO:0006749	glutathione metabolic process	4	0	0.5	1.00000
708	GO:0006772	thiamine metabolic process	3	0	0.37	1.00000
709	GO:0006777	Mo-molybdopterin cofactor biosynthetic p...	3	0	0.37	1.00000
710	GO:0006783	heme biosynthetic process	4	0	0.5	1.00000
711	GO:0006826	iron ion transport	5	0	0.62	1.00000
712	GO:0006835	dicarboxylic acid transport	3	0	0.37	1.00000
713	GO:0006839	mitochondrial transport	8	0	1	1.00000
714	GO:0006869	lipid transport	17	0	2.12	1.00000
715	GO:0006888	endoplasmic reticulum to Golgi vesicle-m...	18	0	2.24	1.00000
716	GO:0006890	retrograde vesicle-mediated transport, G...	6	0	0.75	1.00000
717	GO:0006891	intra-Golgi vesicle-mediated transport	3	0	0.37	1.00000
718	GO:0006900	vesicle budding from membrane	3	0	0.37	1.00000
719	GO:0006901	vesicle coating	3	0	0.37	1.00000
720	GO:0006903	vesicle targeting	3	0	0.37	1.00000
721	GO:0006904	vesicle docking involved in exocytosis	12	0	1.49	1.00000
722	GO:0006914	autophagy	9	0	1.12	1.00000
723	GO:0006955	immune response	3	0	0.37	1.00000
724	GO:0007005	mitochondrion organization	13	0	1.62	1.00000
725	GO:0007029	endoplasmic reticulum organization	3	0	0.37	1.00000
726	GO:0007031	peroxisome organization	11	0	1.37	1.00000
727	GO:0007033	vacuole organization	5	0	0.62	1.00000
728	GO:0007034	vacuolar transport	15	0	1.87	1.00000
729	GO:0007051	spindle organization	11	0	1.37	1.00000
730	GO:0007052	mitotic spindle organization	5	0	0.62	1.00000
731	GO:0007076	mitotic chromosome condensation	5	0	0.62	1.00000
732	GO:0007088	regulation of mitotic nuclear division	5	0	0.62	1.00000
733	GO:0007091	metaphase/anaphase transition of mitotic...	7	0	0.87	1.00000
734	GO:0007093	mitotic cell cycle checkpoint signaling	6	0	0.75	1.00000
735	GO:0007094	mitotic spindle assembly checkpoint sign...	5	0	0.62	1.00000
736	GO:0007186	G protein-coupled receptor signaling pat...	15	0	1.87	1.00000
737	GO:0007205	protein kinase C-activating G protein-co...	7	0	0.87	1.00000
738	GO:0007265	Ras protein signal transduction	7	0	0.87	1.00000
739	GO:0007346	regulation of mitotic cell cycle	8	0	1	1.00000
740	GO:0008064	regulation of actin polymerization or de...	7	0	0.87	1.00000
741	GO:0008643	carbohydrate transport	8	0	1	1.00000
742	GO:0008654	phospholipid biosynthetic process	37	0	4.61	1.00000
743	GO:0009062	fatty acid catabolic process	4	0	0.5	1.00000
744	GO:0009063	cellular amino acid catabolic process	6	0	0.75	1.00000
745	GO:0009086	methionine biosynthetic process	3	0	0.37	1.00000
746	GO:0009094	L-phenylalanine biosynthetic process	4	0	0.5	1.00000
747	GO:0009095	aromatic amino acid family biosynthetic ...	5	0	0.62	1.00000
748	GO:0009100	glycoprotein metabolic process	46	0	5.73	1.00000
749	GO:0009101	glycoprotein biosynthetic process	45	0	5.6	1.00000
750	GO:0009106	lipoate metabolic process	4	0	0.5	1.00000
751	GO:0009107	lipoate biosynthetic process	4	0	0.5	1.00000
752	GO:0009228	thiamine biosynthetic process	3	0	0.37	1.00000
753	GO:0009245	lipid A biosynthetic process	3	0	0.37	1.00000
754	GO:0009247	glycolipid biosynthetic process	15	0	1.87	1.00000
755	GO:0009250	glucan biosynthetic process	24	0	2.99	1.00000
756	GO:0009262	deoxyribonucleotide metabolic process	3	0	0.37	1.00000
757	GO:0009415	response to water	4	0	0.5	1.00000
758	GO:0009435	NAD biosynthetic process	3	0	0.37	1.00000
759	GO:0009581	detection of external stimulus	3	0	0.37	1.00000
760	GO:0009582	detection of abiotic stimulus	3	0	0.37	1.00000
761	GO:0009583	detection of light stimulus	3	0	0.37	1.00000
762	GO:0009584	detection of visible light	3	0	0.37	1.00000
763	GO:0009606	tropism	3	0	0.37	1.00000
764	GO:0009664	plant-type cell wall organization	6	0	0.75	1.00000
765	GO:0009755	hormone-mediated signaling pathway	4	0	0.5	1.00000
766	GO:0009767	photosynthetic electron transport chain	4	0	0.5	1.00000
767	GO:0009790	embryo development	4	0	0.5	1.00000
768	GO:0009791	post-embryonic development	3	0	0.37	1.00000
769	GO:0009832	plant-type cell wall biogenesis	7	0	0.87	1.00000
770	GO:0009890	negative regulation of biosynthetic proc...	6	0	0.75	1.00000
771	GO:0009908	flower development	3	0	0.37	1.00000
772	GO:0009909	regulation of flower development	3	0	0.37	1.00000
773	GO:0009966	regulation of signal transduction	14	0	1.74	1.00000
774	GO:0010215	cellulose microfibril organization	6	0	0.75	1.00000
775	GO:0010256	endomembrane system organization	5	0	0.62	1.00000
776	GO:0010498	proteasomal protein catabolic process	4	0	0.5	1.00000
777	GO:0010558	negative regulation of macromolecule bio...	6	0	0.75	1.00000
778	GO:0010562	positive regulation of phosphorus metabo...	5	0	0.62	1.00000
779	GO:0010639	negative regulation of organelle organiz...	7	0	0.87	1.00000
780	GO:0010646	regulation of cell communication	14	0	1.74	1.00000
781	GO:0010876	lipid localization	17	0	2.12	1.00000
782	GO:0010965	regulation of mitotic sister chromatid s...	7	0	0.87	1.00000
783	GO:0015689	molybdate ion transport	4	0	0.5	1.00000
784	GO:0015693	magnesium ion transport	11	0	1.37	1.00000
785	GO:0015740	C4-dicarboxylate transport	3	0	0.37	1.00000
786	GO:0015743	malate transport	3	0	0.37	1.00000
787	GO:0015748	organophosphate ester transport	10	0	1.24	1.00000
788	GO:0015914	phospholipid transport	10	0	1.24	1.00000
789	GO:0015919	peroxisomal membrane transport	4	0	0.5	1.00000
790	GO:0015936	coenzyme A metabolic process	7	0	0.87	1.00000
791	GO:0015937	coenzyme A biosynthetic process	4	0	0.5	1.00000
792	GO:0015969	guanosine tetraphosphate metabolic proce...	6	0	0.75	1.00000
793	GO:0016042	lipid catabolic process	12	0	1.49	1.00000
794	GO:0016049	cell growth	7	0	0.87	1.00000
795	GO:0016050	vesicle organization	4	0	0.5	1.00000
796	GO:0016054	organic acid catabolic process	10	0	1.24	1.00000
797	GO:0016125	sterol metabolic process	4	0	0.5	1.00000
798	GO:0016236	macroautophagy	3	0	0.37	1.00000
799	GO:0016255	attachment of GPI anchor to protein	3	0	0.37	1.00000
800	GO:0016485	protein processing	12	0	1.49	1.00000
801	GO:0016558	protein import into peroxisome matrix	4	0	0.5	1.00000
802	GO:0016559	peroxisome fission	4	0	0.5	1.00000
803	GO:0016560	protein import into peroxisome matrix, d...	3	0	0.37	1.00000
804	GO:0016573	histone acetylation	6	0	0.75	1.00000
805	GO:0016579	protein deubiquitination	10	0	1.24	1.00000
806	GO:0017004	cytochrome complex assembly	4	0	0.5	1.00000
807	GO:0017006	protein-tetrapyrrole linkage	3	0	0.37	1.00000
808	GO:0017038	protein import	19	0	2.36	1.00000
809	GO:0017148	negative regulation of translation	4	0	0.5	1.00000
810	GO:0018298	protein-chromophore linkage	3	0	0.37	1.00000
811	GO:0018342	protein prenylation	5	0	0.62	1.00000
812	GO:0018393	internal peptidyl-lysine acetylation	6	0	0.75	1.00000
813	GO:0018394	peptidyl-lysine acetylation	6	0	0.75	1.00000
814	GO:0018904	ether metabolic process	26	0	3.24	1.00000
815	GO:0019220	regulation of phosphate metabolic proces...	23	0	2.86	1.00000
816	GO:0019321	pentose metabolic process	6	0	0.75	1.00000
817	GO:0019359	nicotinamide nucleotide biosynthetic pro...	7	0	0.87	1.00000
818	GO:0019362	pyridine nucleotide metabolic process	7	0	0.87	1.00000
819	GO:0019363	pyridine nucleotide biosynthetic process	7	0	0.87	1.00000
820	GO:0019395	fatty acid oxidation	5	0	0.62	1.00000
821	GO:0019566	arabinose metabolic process	6	0	0.75	1.00000
822	GO:0019646	aerobic electron transport chain	4	0	0.5	1.00000
823	GO:0019720	Mo-molybdopterin cofactor metabolic proc...	3	0	0.37	1.00000
824	GO:0019751	polyol metabolic process	12	0	1.49	1.00000
825	GO:0019856	pyrimidine nucleobase biosynthetic proce...	3	0	0.37	1.00000
826	GO:0022406	membrane docking	13	0	1.62	1.00000
